date,temp,pressure,wind_speed,wind_dir,sun_radiation,sca_radiation,nwp_tmp,nwp_rh,nwp_surfacepres,nwp_windspeed,nwp_winddir,nwp_shortwaveirrad,nwp_scatterirrad,nwp_directirrad,capacity,OT
2018/06/30 16:00,24.700001,1007.200012,0.9,161.399994,0.0,0.0,26.47,54.44,1004.46,3.66,127.96,0.0,0.0,0.0,15.52201,0.0
2018/06/30 16:15,24.5,1007.200012,1.3,147.300003,0.0,0.0,26.24,55.63,1004.45,3.53,128.51,0.0,0.0,0.0,15.52201,0.0
2018/06/30 16:30,24.700001,1006.099976,0.7,144.0,0.0,0.0,26.03,56.73,1004.52,3.38,128.77,0.0,0.0,0.0,15.52201,0.0
2018/06/30 16:45,24.5,1007.200012,1.3,161.399994,0.0,0.0,25.8,57.87,1004.19,3.27,128.81,0.0,0.0,0.0,15.52201,0.0
2018/06/30 17:00,24.299999,1006.900024,0.8,166.399994,0.0,0.0,25.59,58.97,1004.16,3.14,127.53,0.0,0.0,0.0,15.52201,0.0
2018/06/30 17:15,24.0,1006.900024,0.7,147.300003,0.0,0.0,25.43,59.99,1004.61,3.03,126.89,0.0,0.0,0.0,15.52201,0.0
2018/06/30 17:30,24.0,1006.599976,1.0,106.800003,0.0,0.0,25.24,61.15,1004.63,2.98,126.08,0.0,0.0,0.0,15.52201,0.0
2018/06/30 17:45,24.299999,1007.700012,0.2,220.800003,0.0,0.0,25.04,62.44,1004.49,2.99,125.42,0.0,0.0,0.0,15.52201,0.0
2018/06/30 18:00,24.0,1007.5,0.0,331.600006,0.0,0.0,24.83,63.87,1004.21,3.04,125.25,0.0,0.0,0.0,15.52201,0.0
2018/06/30 18:15,24.0,1007.5,0.4,138.199997,0.0,0.0,24.65,65.37,1004.25,3.12,124.29,0.0,0.0,0.0,15.52201,0.0
2018/06/30 18:30,23.9,1006.599976,0.0,172.100006,0.0,0.6,24.47,66.98,1004.33,3.13,122.69,0.0,0.0,0.0,15.52201,0.0
2018/06/30 18:45,23.700001,1007.200012,0.1,192.600006,0.0,0.0,24.28,68.63,1004.28,3.09,121.85,0.0,0.0,0.0,15.52201,0.0
2018/06/30 19:00,23.4,1006.599976,0.5,155.0,0.0,0.0,24.12,70.18,1004.47,3.07,122.07,0.0,0.0,0.0,15.52201,0.0
2018/07/01 08:00,29.9,1007.200012,2.5,144.399994,569.0,221.800003,28.92,57.2,1004.09,8.26,79.89,562.19,48.04000000000008,514.15,15.52201,8.595711
2018/07/01 08:15,29.6,1006.900024,4.4,155.5,510.3999940000001,205.300003,28.76,57.44,1003.99,7.96,80.49,514.92,46.54999999999996,468.37,15.52201,7.707724000000001
2018/07/01 08:30,29.5,1006.900024,2.6,144.399994,470.799988,184.0,28.69,58.06,1003.91,7.69,80.66,482.3,45.47000000000003,436.83,15.52201,6.801978
2018/07/01 08:45,29.4,1006.900024,1.8,147.399994,429.100006,172.5,28.57,59.2,1003.81,7.5,80.91,431.84,43.67999999999995,388.16,15.52201,5.860712
2018/07/01 09:00,28.9,1006.900024,3.1,150.399994,375.0,156.399994,28.43,60.62,1003.74,7.4,81.33,396.53,42.27999999999997,354.25,15.52201,4.848407
2018/07/01 09:15,28.5,1007.0,4.2,133.300003,326.899994,144.5,28.18,62.79,1003.66,7.36,81.86,340.99,39.75,301.24,15.52201,3.871622
2018/07/01 09:30,28.0,1007.0,1.8,150.399994,276.799988,133.600006,27.87,65.03,1003.55,7.34,82.41,298.86,37.25,261.61,15.52201,3.019155
2018/07/01 09:45,27.5,1006.900024,3.0,147.399994,230.199997,122.300003,27.48,67.29,1003.43,7.29,83.05,238.12,33.28,204.84,15.52201,2.255486
2018/07/01 10:00,27.0,1007.200012,4.2,130.300003,185.5,107.699997,27.16,68.77,1003.29,7.19,83.95,195.7,29.859999999999985,165.84,15.52201,1.633895
2018/07/01 10:15,26.6,1007.400024,2.5,147.300003,141.399994,90.5,26.87,69.9,1003.19,7.07,84.43,143.48,25.529999999999987,117.95,15.52201,1.136623
2018/07/01 10:30,26.200001,1007.0,3.0,161.399994,100.199997,69.900002,26.64,70.91,1003.08,6.95,84.32,111.29,22.370000000000005,88.92,15.52201,0.816948
2018/07/01 10:45,26.0,1006.900024,2.4,141.300003,66.400002,54.099998,26.39,72.32,1003.04,6.78,84.33,71.46,17.989999999999995,53.47,15.52201,0.586071
2018/07/01 11:00,25.5,1006.900024,3.1,147.300003,38.200001,35.5,26.13,74.19,1002.98,6.55,84.39,48.12,14.699999999999996,33.42,15.52201,0.337435
2018/07/01 11:15,25.299999,1006.599976,2.1,116.099998,15.3,16.200001,25.73,77.15,1002.89,6.26,83.59,18.25,8.34,9.91,15.52201,0.124318
2018/07/01 11:30,24.9,1006.599976,2.3,186.600006,2.9,1.3,25.29,80.33,1002.81,5.97,82.34,3.57,2.61,0.96,15.52201,0.0
2018/07/01 11:45,24.6,1006.599976,1.9,135.300003,0.0,1.9,24.91,83.02,1002.82,5.73,81.18,0.0,0.0,0.0,15.52201,0.0
2018/07/01 12:00,24.5,1006.099976,2.1,129.899994,0.0,0.0,24.63,85.04,1002.91,5.54,81.16,0.0,0.0,0.0,15.52201,0.0
2018/07/01 12:15,24.200001,1006.599976,1.4,164.5,0.0,0.0,24.41,86.64,1003.0,5.42,82.47,0.0,0.0,0.0,15.52201,0.0
2018/07/01 12:30,23.799999,1006.099976,1.0,158.0,0.0,0.0,24.22,88.0,1003.06,5.32,84.2,0.0,0.0,0.0,15.52201,0.0
2018/07/01 12:45,23.9,1007.200012,1.7,147.300003,0.0,0.0,24.07,89.1,1003.08,5.21,85.53,0.0,0.0,0.0,15.52201,0.0
2018/07/01 13:00,24.200001,1007.200012,1.4,164.5,0.0,0.0,23.95,89.86,1003.12,5.11,86.84,0.0,0.0,0.0,15.52201,0.0
2018/07/01 13:15,24.0,1007.200012,1.1,186.600006,0.0,0.0,23.86,90.3,1003.18,5.02,89.6,0.0,0.0,0.0,15.52201,0.0
2018/07/01 13:30,23.700001,1006.400024,2.4,152.0,0.0,0.0,23.8,90.48,1003.22,4.91,93.17,0.0,0.0,0.0,15.52201,0.0
2018/07/01 13:45,23.9,1007.200012,1.9,164.5,0.0,0.0,23.76,90.44,1003.31,4.74,96.47,0.0,0.0,0.0,15.52201,0.0
2018/07/01 14:00,24.1,1006.599976,1.0,134.899994,0.0,0.0,23.75,90.19,1003.49,4.49,99.15,0.0,0.0,0.0,15.52201,0.0
2018/07/01 14:15,24.0,1007.5,1.4,166.399994,0.0,0.0,23.74,89.82,1003.73,4.21,101.14,0.0,0.0,0.0,15.52201,0.0
2018/07/01 14:30,23.9,1006.400024,1.1,101.599998,0.0,0.0,23.76,89.34,1003.96,3.91,103.21,0.0,0.0,0.0,15.52201,0.0
2018/07/01 14:45,23.700001,1007.200012,1.4,141.300003,0.0,0.0,23.8,88.82,1004.19,3.61,106.55,0.0,0.0,0.0,15.52201,0.0
2018/07/01 15:00,23.6,1006.400024,1.2,172.199997,0.0,0.0,23.86,88.35,1004.37,3.39,111.42,0.0,0.0,0.0,15.52201,0.0
