date,temp,pressure,wind_speed,wind_dir,sun_radiation,sca_radiation,nwp_tmp,nwp_rh,nwp_surfacepres,nwp_windspeed,nwp_winddir,nwp_shortwaveirrad,nwp_scatterirrad,nwp_directirrad,capacity,OT
2018/07/22 16:00,24.1,974.200012,0.7,87.0,0.0,0.0,25.22,87.07,974.72,2.08,251.57,0.0,0.0,0.0,10.740067799999998,0.0
2018/07/22 16:15,24.0,974.099976,0.4,264.0,0.0,0.0,25.15,87.02,974.59,2.12,252.42,0.0,0.0,0.0,10.740067799999998,0.0
2018/07/22 16:30,24.1,974.099976,1.1,67.0,0.0,0.0,25.1,86.89,974.83,2.19,257.16,0.0,0.0,0.0,10.740067799999998,0.0
2018/07/22 16:45,24.200001,974.0,0.8,11.0,0.0,0.0,25.0,86.94,974.53,2.26,263.59,0.0,0.0,0.0,10.740067799999998,0.0
2018/07/22 17:00,24.200001,973.900024,0.0,78.0,0.0,0.0,24.92,86.89,974.51,2.32,266.99,0.0,0.0,0.0,10.740067799999998,0.0
2018/07/22 17:15,24.1,973.700012,0.0,81.0,0.0,0.0,24.84,86.81,974.38,2.4,269.8,0.0,0.0,0.0,10.740067799999998,0.0
2018/07/22 17:30,24.1,973.599976,0.0,73.0,0.0,0.0,24.76,86.79,974.48,2.38,269.32,0.0,0.0,0.0,10.740067799999998,0.0
2018/07/22 17:45,24.200001,973.599976,0.7,84.0,0.0,0.0,24.66,86.92,974.43,2.3,265.31,0.0,0.0,0.0,10.740067799999998,0.0
2018/07/22 18:00,24.200001,973.599976,1.2,84.0,0.0,0.0,24.59,86.86,974.48,2.25,260.91,0.0,0.0,0.0,10.740067799999998,0.0
2018/07/22 18:15,24.200001,973.5,0.0,185.0,0.0,0.0,24.52,86.85,974.67,2.3,255.46,0.0,0.0,0.0,10.740067799999998,0.0
2018/07/22 18:30,24.4,973.400024,0.8,90.0,0.0,0.0,24.42,87.05,974.56,2.42,250.66,0.0,0.0,0.0,10.740067799999998,0.0
2018/07/22 18:45,24.5,973.599976,0.8,73.0,0.0,0.0,24.31,87.27,974.57,2.59,248.93,0.0,0.0,0.0,10.740067799999998,0.0
2018/07/22 19:00,24.4,973.5,0.0,25.0,0.0,0.0,24.21,87.52,974.49,2.72,250.82,0.0,0.0,0.0,10.740067799999998,0.0
2018/07/23 08:00,32.200001,970.400024,2.9,126.0,456.0,225.0,29.63,67.83,972.2,2.5,33.43,1.19,1.19,0.0,10.740067799999998,6.32877
2018/07/23 08:15,31.9,970.299988,0.3,90.0,363.0,188.0,29.47,68.95,972.07,2.3,33.81,1.15,1.15,0.0,10.740067799999998,5.9217900000000006
2018/07/23 08:30,32.0,970.200012,1.7,92.0,359.0,191.0,29.27,70.35,971.92,2.13,32.34,1.05,1.05,0.0,10.740067799999998,6.296431
