date,temp,pressure,wind_speed,wind_dir,sun_radiation,sca_radiation,nwp_tmp,nwp_rh,nwp_surfacepres,nwp_windspeed,nwp_winddir,nwp_shortwaveirrad,nwp_scatterirrad,nwp_directirrad,OT
2018/08/15 16:00,25.9,1006.299988,1.1,353.0,0.0,0.0,22.78,96.85,1007.27,4.28,339.41,0.0,0.0,0.0,0.0
2018/08/15 16:15,25.9,1006.200012,0.9,330.0,0.0,0.0,22.75,96.91,1007.27,4.3,337.27,0.0,0.0,0.0,0.0
2018/08/15 16:30,25.799999,1006.299988,1.9,1.0,0.0,0.0,22.71,96.95,1007.48,4.28,334.47,0.0,0.0,0.0,0.0
2018/08/15 16:45,25.6,1006.299988,0.4,309.0,0.0,0.0,22.64,97.12,1007.39,4.28,331.52,0.0,0.0,0.0,0.0
2018/08/15 17:00,25.700001,1006.299988,1.6,335.0,0.0,0.0,22.57,97.15,1007.09,4.33,329.78,0.0,0.0,0.0,0.0
2018/08/15 17:15,25.700001,1006.299988,1.1,343.0,0.0,0.0,22.6,96.69,1006.87,4.39,330.4,0.0,0.0,0.0,0.0
2018/08/15 17:30,25.5,1006.099976,1.4,5.0,0.0,0.0,22.62,96.03,1006.94,4.44,333.71,0.0,0.0,0.0,0.0
2018/08/15 17:45,25.5,1006.400024,1.5,342.0,0.0,0.0,22.69,94.98,1007.04,4.55,336.65,0.0,0.0,0.0,0.0
2018/08/15 18:00,25.6,1006.200012,2.5,331.0,0.0,0.0,22.69,94.05,1006.91,4.74,336.21,0.0,0.0,0.0,0.0
2018/08/15 18:15,25.700001,1006.099976,2.8,359.0,0.0,0.0,22.78,92.49,1006.93,5.0,335.46,0.0,0.0,0.0,0.0
2018/08/15 18:30,25.700001,1006.0,1.8,344.0,0.0,0.0,22.91,90.46,1006.85,5.31,336.83,0.0,0.0,0.0,0.0
2018/08/15 18:45,25.4,1006.0,1.9,344.0,0.0,0.0,23.13,87.78,1006.97,5.66,340.38,0.0,0.0,0.0,0.0
2018/08/15 19:00,25.4,1005.900024,1.0,336.0,0.0,0.0,23.39,84.78,1006.96,6.01,344.65,0.0,0.0,0.0,0.0
2018/08/16 08:00,28.299999,1007.200012,2.2,356.0,648.0,213.0,28.32,63.02,1007.87,6.62,51.12,202.43,18.53,183.9,3.308203
2018/08/16 08:15,27.9,1007.099976,2.6,356.0,212.0,127.0,28.29,63.08,1007.83,6.49,50.27,183.29,17.900000000000006,165.39,0.907031
2018/08/16 08:30,27.1,1007.0,1.8,358.0,146.0,100.0,28.27,63.35,1007.73,6.21,50.39,170.07,17.439999999999998,152.63,0.720703
2018/08/16 08:45,27.299999,1007.0,3.4,6.0,220.0,154.0,28.24,63.94,1007.66,5.83,50.29,149.64,16.659999999999997,132.98,1.110937
2018/08/16 09:00,27.5,1007.0,1.9,17.0,143.0,115.0,28.24,64.75,1007.55,5.41,48.73,135.72,16.090000000000003,119.63,0.762891
2018/08/16 09:15,27.4,1007.0,3.2,1.0,88.0,63.0,28.21,65.73,1007.46,5.02,47.32,114.61,15.120000000000005,99.49,0.432422
2018/08/16 09:30,27.200001,1007.0,2.4,341.0,91.0,58.0,28.17,66.75,1007.33,4.7,46.39,100.62,14.41000000000001,86.21,0.4113279999999999
2018/08/16 09:45,27.1,1007.0,1.1,16.0,71.0,50.0,28.02,67.98,1007.22,4.39,46.43,79.7,13.180000000000009,66.52,0.319922
2018/08/16 10:00,27.0,1007.200012,1.6,352.0,73.0,55.0,27.78,69.38,1007.11,4.06,47.17,65.92,12.22,53.7,0.344531
2018/08/16 10:15,27.1,1007.099976,1.2,24.0,54.0,38.0,27.36,71.47,1007.02,3.66,47.29,45.43,10.39,35.04,0.228516
2018/08/16 10:30,27.0,1007.099976,1.4,1.0,30.0,25.0,26.88,73.83,1006.99,3.23,43.81,32.3,8.829999999999998,23.47,0.105469
2018/08/16 10:45,26.799999,1007.200012,1.0,318.0,21.0,14.0,26.18,76.56,1007.03,2.91,36.73,14.56,5.76,8.8,0.024609
2018/08/16 11:00,26.799999,1007.299988,0.5,332.0,3.0,3.0,25.66,78.05,1007.13,2.82,27.67,5.0,2.9,2.1,0.0
2018/08/16 11:15,26.5,1007.5,1.0,341.0,0.0,0.0,25.13,80.01,1007.2,2.84,20.44,0.0,0.0,0.0,0.0
2018/08/16 11:30,26.4,1007.5,0.8,334.0,0.0,0.0,24.69,81.98,1007.35,2.83,16.08,0.0,0.0,0.0,0.0
2018/08/16 11:45,26.200001,1007.599976,0.7,355.0,0.0,0.0,24.3,83.83,1007.5,2.79,13.07,0.0,0.0,0.0,0.0
2018/08/16 12:00,26.0,1007.799988,0.7,20.0,0.0,0.0,23.95,85.5,1007.64,2.74,11.25,0.0,0.0,0.0,0.0
2018/08/16 12:15,26.0,1007.900024,0.8,339.0,0.0,0.0,23.65,86.79,1007.8,2.66,10.4,0.0,0.0,0.0,0.0
2018/08/16 12:30,25.799999,1008.0,0.8,339.0,0.0,0.0,23.4,87.83,1007.95,2.58,9.75,0.0,0.0,0.0,0.0
2018/08/16 12:45,25.200001,1008.299988,0.0,305.0,0.0,0.0,23.18,88.59,1008.07,2.5,10.76,0.0,0.0,0.0,0.0
2018/08/16 13:00,24.1,1008.400024,0.6,247.0,0.0,0.0,23.02,89.01,1008.22,2.43,11.29,0.0,0.0,0.0,0.0
2018/08/16 13:15,23.5,1008.400024,0.8,243.0,0.0,0.0,22.87,89.25,1008.27,2.39,9.37,0.0,0.0,0.0,0.0
2018/08/16 13:30,23.299999,1008.400024,0.3,286.0,0.0,0.0,22.71,89.56,1008.29,2.41,5.64,0.0,0.0,0.0,0.0
2018/08/16 13:45,22.9,1008.5,0.4,205.0,0.0,0.0,22.54,90.01,1008.26,2.46,2.46,0.0,0.0,0.0,0.0
2018/08/16 14:00,22.700001,1008.5,0.4,188.0,0.0,0.0,22.36,90.62,1008.25,2.53,359.67,0.0,0.0,0.0,0.0
2018/08/16 14:15,22.6,1008.5,0.3,255.0,0.0,0.0,22.18,91.29,1008.3,2.59,356.68,0.0,0.0,0.0,0.0
2018/08/16 14:30,22.6,1008.400024,0.0,340.0,0.0,0.0,22.01,91.95,1008.41,2.65,353.51,0.0,0.0,0.0,0.0
2018/08/16 14:45,22.5,1008.400024,0.1,243.0,0.0,0.0,21.86,92.52,1008.47,2.69,350.78,0.0,0.0,0.0,0.0
2018/08/16 15:00,22.200001,1008.400024,0.3,205.0,0.0,0.0,21.75,92.94,1008.53,2.72,348.97,0.0,0.0,0.0,0.0
2018/08/16 15:15,22.299999,1008.5,0.0,256.0,0.0,0.0,21.64,93.26,1008.59,2.73,348.29,0.0,0.0,0.0,0.0
2018/08/16 15:30,22.0,1008.400024,0.0,194.0,0.0,0.0,21.54,93.54,1008.67,2.74,347.93,0.0,0.0,0.0,0.0
2018/08/16 15:45,22.0,1008.400024,0.0,194.0,0.0,0.0,21.42,93.87,1008.74,2.73,348.02,0.0,0.0,0.0,0.0
2018/08/16 16:00,22.200001,1008.299988,0.0,155.0,0.0,0.0,20.94,90.86,1008.58,1.84,348.7,0.0,0.0,0.0,0.0
2018/08/16 16:15,22.4,1008.200012,0.3,146.0,0.0,0.0,20.91,90.73,1008.54,1.79,350.8,0.0,0.0,0.0,0.0
2018/08/16 16:30,22.4,1008.099976,0.0,96.0,0.0,0.0,20.91,90.52,1008.8,1.75,344.97,0.0,0.0,0.0,0.0
2018/08/16 16:45,22.4,1008.0,0.0,357.0,0.0,0.0,20.85,90.57,1008.6,1.78,340.97,0.0,0.0,0.0,0.0
2018/08/16 17:00,22.299999,1007.900024,0.0,214.0,0.0,0.0,20.76,90.77,1008.26,1.89,339.42,0.0,0.0,0.0,0.0
2018/08/16 17:15,22.4,1007.900024,0.0,141.0,0.0,0.0,20.64,91.13,1007.74,2.02,335.32,0.0,0.0,0.0,0.0
2018/08/16 17:30,22.1,1007.700012,0.0,141.0,0.0,0.0,20.58,91.22,1007.93,2.1,333.43,0.0,0.0,0.0,0.0
2018/08/16 17:45,22.1,1007.5,0.0,146.0,0.0,0.0,20.5,91.35,1007.82,2.12,331.96,0.0,0.0,0.0,0.0
2018/08/16 18:00,22.1,1007.400024,0.0,309.0,0.0,0.0,20.44,91.38,1007.76,2.1,331.02,0.0,0.0,0.0,0.0
2018/08/16 18:15,22.0,1007.400024,0.0,276.0,0.0,0.0,20.37,91.4,1007.52,2.06,330.88,0.0,0.0,0.0,0.0
2018/08/16 18:30,21.799999,1007.400024,0.0,172.0,0.0,0.0,20.3,91.44,1007.36,2.04,329.47,0.0,0.0,0.0,0.0
2018/08/16 18:45,22.0,1007.299988,0.0,179.0,0.0,0.0,20.22,91.58,1007.25,2.07,329.62,0.0,0.0,0.0,0.0
