date,temp,pressure,wind_speed,wind_dir,sun_radiation,sca_radiation,nwp_tmp,nwp_rh,nwp_surfacepres,nwp_windspeed,nwp_winddir,nwp_shortwaveirrad,nwp_scatterirrad,nwp_directirrad,capacity,OT
2018/08/15 16:00,25.9,1006.299988,1.1,353.0,0.0,0.0,22.78,96.85,1007.27,4.28,339.41,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 16:15,25.9,1006.200012,0.9,330.0,0.0,0.0,22.75,96.91,1007.27,4.3,337.27,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 16:30,25.799999,1006.299988,1.9,1.0,0.0,0.0,22.71,96.95,1007.48,4.28,334.47,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 16:45,25.6,1006.299988,0.4,309.0,0.0,0.0,22.64,97.12,1007.39,4.28,331.52,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 17:00,25.700001,1006.299988,1.6,335.0,0.0,0.0,22.57,97.15,1007.09,4.33,329.78,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 17:15,25.700001,1006.299988,1.1,343.0,0.0,0.0,22.6,96.69,1006.87,4.39,330.4,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 17:30,25.5,1006.099976,1.4,5.0,0.0,0.0,22.62,96.03,1006.94,4.44,333.71,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 17:45,25.5,1006.400024,1.5,342.0,0.0,0.0,22.69,94.98,1007.04,4.55,336.65,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 18:00,25.6,1006.200012,2.5,331.0,0.0,0.0,22.69,94.05,1006.91,4.74,336.21,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 18:15,25.700001,1006.099976,2.8,359.0,0.0,0.0,22.78,92.49,1006.93,5.0,335.46,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 18:30,25.700001,1006.0,1.8,344.0,0.0,0.0,22.91,90.46,1006.85,5.31,336.83,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 18:45,25.4,1006.0,1.9,344.0,0.0,0.0,23.13,87.78,1006.97,5.66,340.38,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 19:00,25.4,1005.900024,1.0,336.0,0.0,0.0,23.39,84.78,1006.96,6.01,344.65,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 19:15,25.5,1005.900024,0.7,6.0,0.0,0.0,23.6,81.98,1006.89,6.32,348.1,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 19:30,25.6,1005.900024,1.7,343.0,0.0,0.0,23.75,79.86,1006.9,6.57,352.68,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 19:45,25.9,1005.900024,3.0,352.0,0.0,0.0,23.84,78.42,1007.03,6.75,357.85,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 20:00,26.200001,1005.799988,0.9,23.0,0.0,0.0,23.91,77.36,1007.13,6.83,1.98,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 20:15,26.0,1005.799988,2.7,40.0,0.0,0.0,23.94,76.4,1006.95,6.89,4.39,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 20:30,26.1,1005.900024,3.1,19.0,0.0,0.0,24.0,75.31,1006.93,7.07,6.76,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 20:45,26.0,1005.900024,2.2,20.0,0.0,0.0,24.09,74.09,1006.97,7.34,8.22,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 21:00,26.0,1006.0,2.0,19.0,0.0,0.0,24.17,72.82,1007.04,7.59,10.48,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 21:15,25.9,1006.0,1.4,353.0,0.0,0.0,24.21,71.67,1006.99,7.78,12.26,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 21:30,25.9,1006.200012,1.4,340.0,0.0,0.0,24.24,70.67,1006.83,7.97,13.03,0.0,0.0,0.0,3.6577614499999993,0.0
2018/08/15 21:45,25.6,1006.200012,0.8,354.0,0.0,0.0,24.28,69.79,1006.67,8.14,13.23,0.09,0.09,0.0,3.6577614499999993,0.0
2018/08/15 22:00,25.6,1006.400024,1.5,351.0,2.0,2.0,24.31,69.09,1006.6,8.18,14.19,0.91,0.91,0.0,3.6577614499999993,0.0
2018/08/15 22:15,25.700001,1006.599976,1.7,15.0,6.0,5.0,24.3,68.69,1006.71,8.01,17.74,2.43,2.43,0.0,3.6577614499999993,0.0
2018/08/15 22:30,25.700001,1006.799988,1.5,343.0,7.0,6.0,24.27,68.53,1006.97,7.76,22.42,3.2,3.2,0.0,3.6577614499999993,0.0
2018/08/15 22:45,25.0,1007.0,1.9,1.0,7.0,4.0,24.21,68.58,1007.27,7.65,24.03,5.19,5.19,0.0,3.6577614499999993,0.0
2018/08/15 23:00,24.799999,1007.099976,0.6,18.0,15.0,11.0,24.18,68.36,1007.54,7.75,22.35,4.66,4.66,0.0,3.6577614499999993,0.0
2018/08/15 23:15,25.1,1007.099976,2.0,5.0,35.0,29.0,24.16,68.0,1007.63,7.98,19.87,4.97,4.97,0.0,3.6577614499999993,0.0
2018/08/15 23:30,25.1,1007.299988,2.2,63.0,24.0,20.0,24.11,67.94,1007.83,8.19,18.96,5.0,5.0,0.0,3.6577614499999993,0.0
2018/08/15 23:45,24.6,1007.400024,1.3,1.0,39.0,32.0,24.0,68.37,1008.01,8.26,19.6,4.12,4.12,0.0,3.6577614499999993,0.0
2018/08/16 00:00,24.700001,1007.5,1.4,359.0,85.0,71.0,23.92,68.33,1008.15,8.17,21.29,3.89,3.89,0.0,3.6577614499999993,0.0
