date,temp,pressure,wind_speed,wind_dir,sun_radiation,sca_radiation,nwp_tmp,nwp_rh,nwp_surfacepres,nwp_windspeed,nwp_winddir,nwp_shortwaveirrad,nwp_scatterirrad,nwp_directirrad,capacity,OT
2018/06/30 16:00,14.2,878.2999880000001,1.1,2.1,0,0,17.89,58.71,879.62,2.89,338.69,0.0,0.0,0.0,16.953440160000007,0.0
2018/06/30 16:15,14.3,878.099976,1.0,244.199997,0,0,17.88,58.66,879.76,2.9,339.46,0.0,0.0,0.0,16.953440160000007,0.0
2018/06/30 16:30,13.5,878.099976,0.0,0.0,0,0,17.8,58.88,879.75,2.97,337.31,0.0,0.0,0.0,16.953440160000007,0.0
2018/06/30 16:45,12.8,878.0,0.0,0.0,0,0,17.67,59.29,879.56,3.09,334.93,0.0,0.0,0.0,16.953440160000007,0.0
2018/06/30 17:00,12.8,878.099976,0.9,248.5,0,0,17.48,60.04,879.5,3.23,333.43,0.0,0.0,0.0,16.953440160000007,0.0
2018/06/30 17:15,12.6,878.400024,0.0,0.0,0,0,17.3,60.7,879.34,3.32,334.67,0.0,0.0,0.0,16.953440160000007,0.0
2018/06/30 17:30,12.6,878.2999880000001,0.0,0.0,0,0,17.19,61.06,879.31,3.34,335.74,0.0,0.0,0.0,16.953440160000007,0.0
2018/06/30 17:45,12.4,878.400024,0.0,0.0,0,0,17.08,61.42,879.35,3.35,336.39,0.0,0.0,0.0,16.953440160000007,0.0
2018/06/30 18:00,12.6,878.400024,0.0,0.0,0,0,16.96,61.82,879.28,3.32,336.6,0.0,0.0,0.0,16.953440160000007,0.0
2018/06/30 18:15,12.7,878.400024,0.0,0.0,0,0,16.88,62.07,879.39,3.23,338.1,0.0,0.0,0.0,16.953440160000007,0.0
2018/06/30 18:30,12.6,878.2999880000001,0.0,0.0,0,0,16.89,61.89,879.58,3.13,340.7,0.0,0.0,0.0,16.953440160000007,0.0
2018/06/30 18:45,12.5,878.2000119999999,0.0,0.0,0,0,16.83,62.01,879.68,3.11,339.59,0.0,0.0,0.0,16.953440160000007,0.0
2018/06/30 19:00,12.4,878.099976,0.0,0.0,0,0,16.69,62.48,879.77,3.2,338.86,0.0,0.0,0.0,16.953440160000007,0.0
2018/07/01 08:00,24.299999,876.599976,1.3,81.199997,268,201,26.49,37.49,878.73,5.19,183.3,606.16,43.00999999999999,563.15,16.953440160000007,6.0424
2018/07/01 08:15,24.700001,876.7000119999999,2.1,253.300003,277,215,26.45,37.4,878.58,5.05,180.74,560.23,41.90999999999997,518.32,16.953440160000007,4.2224
2018/07/01 08:30,23.799999,876.7000119999999,2.9,139.600006,275,230,26.41,37.23,878.44,4.92,178.06,528.35,41.13,487.22,16.953440160000007,4.676
2018/07/01 08:45,23.6,877.0,2.1,90.300003,174,129,26.35,37.07,878.37,4.84,176.04,478.89,39.81999999999999,439.07,16.953440160000007,3.668
2018/07/01 09:00,23.299999,876.7999880000001,2.2,108.699997,135,94,26.3,36.94,878.37,4.81,174.94,444.45,38.81999999999999,405.63,16.953440160000007,2.8056
2018/07/01 09:15,23.5,876.7999880000001,1.2,153.0,286,246,26.18,37.01,878.31,4.85,174.61,388.88,36.90999999999997,351.97,16.953440160000007,4.1888
2018/07/01 09:30,23.1,876.900024,2.7,90.400002,214,208,26.07,37.23,878.26,4.91,174.45,341.5,34.5,307.0,16.953440160000007,3.9536
2018/07/01 09:45,22.9,877.0,1.5,117.699997,90,79,25.88,37.76,878.2,4.93,173.69,266.63,29.930000000000007,236.7,16.953440160000007,1.904
2018/07/01 10:00,22.4,877.0,2.1,77.400002,131,141,25.69,38.41,878.15,4.83,172.1,203.99,24.81,179.18,16.953440160000007,1.9432
2018/07/01 10:15,22.4,877.099976,0.6,82.300003,87,74,25.43,39.38,878.18,4.63,169.87,137.68,19.230000000000004,118.45,16.953440160000007,1.6464
2018/07/01 10:30,22.299999,877.0,1.4,94.099998,108,88,25.15,40.69,878.21,4.3,167.87,99.35,15.449999999999989,83.9,16.953440160000007,1.9936
2018/07/01 10:45,22.200001,877.2999880000001,0.1,72.900002,82,68,24.68,42.87,878.25,3.81,166.1,65.91,12.409999999999997,53.5,16.953440160000007,1.3888
2018/07/01 11:00,22.1,877.2000119999999,0.9,86.800003,51,47,24.1,45.68,878.36,3.26,164.47,48.82,10.75,38.07,16.953440160000007,0.9184
2018/07/01 11:15,21.9,877.2000119999999,0.7,106.300003,18,16,23.34,48.38,878.41,2.74,163.81,27.11,8.079999999999998,19.03,16.953440160000007,0.2688
2018/07/01 11:30,21.6,877.2000119999999,0.2,132.399994,13,10,23.01,48.63,878.45,2.25,163.31,14.07,5.550000000000001,8.52,16.953440160000007,0.1624
2018/07/01 11:45,21.4,877.099976,0.0,0.0,1,1,22.61,48.83,878.49,1.71,161.01,0.48,0.44,0.04,16.953440160000007,0.0
2018/07/01 12:00,21.200001,877.2000119999999,0.2,142.199997,0,0,22.26,49.64,878.53,1.25,150.82,0.0,0.0,0.0,16.953440160000007,0.0
2018/07/01 12:15,20.799999,877.400024,0.4,149.5,0,0,21.91,50.82,878.59,1.31,111.76,0.0,0.0,0.0,16.953440160000007,0.0
2018/07/01 12:30,20.5,877.400024,0.0,0.0,0,0,21.28,53.83,878.66,2.0,96.05,0.0,0.0,0.0,16.953440160000007,0.0
2018/07/01 12:45,19.9,877.7000119999999,0.0,0.0,0,0,20.52,58.94,878.76,2.79,94.55,0.0,0.0,0.0,16.953440160000007,0.0
2018/07/01 13:00,19.6,878.0,0.0,0.0,0,0,19.98,64.22,878.83,3.23,95.25,0.0,0.0,0.0,16.953440160000007,0.0
